function;status;langcode
"thunder_3_N";"checked";"eng"
"thunder_1_V";"checked";"eng"
"thunder_2_V";"checked";"eng"
"thunder_3_V";"checked";"eng"
"thunder_4_V";"checked";"eng"
"thunder_V2";"checked";"eng"
"thunderbird_N";"checked";"eng"
"thunderbolt_1_N";"checked";"eng"
"thunderbolt_2_N";"checked";"eng"
"thunderclap_1_N";"checked";"eng"
"thunderclap_2_N";"checked";"eng"
"thunderer_1_N";"checked";"eng"
"thunderer_2_N";"checked";"eng"
"thunderhead_N";"checked";"eng"
"thunderous_1_A";"checked";"eng"
"thunderous_2_A";"checked";"eng"
"thundershower_N";"checked";"eng"
"thunderstorm_N";"checked";"eng"
"thunderstruck_A";"checked";"eng"
"thundery_1_A";"checked";"eng"
"thundery_2_A";"checked";"eng"
"thunk_N";"checked";"eng"
"thurcroft_PN";"checked";"eng"
"thurible_N";"checked";"eng"
"thurifer_N";"checked";"eng"
"thurmaston_PN";"checked";"eng"
"thurrock_PN";"checked";"eng"
"thurs_PN";"checked";"eng"
"thurso_PN";"checked";"eng"
"thus_1_Adv";"checked";"eng"
"thus_2_Adv";"checked";"eng"
"thwack_N";"checked";"eng"
"thwack_V2";"checked";"eng"
"thwart_N";"checked";"eng"
"thwart_V2";"checked";"eng"
"thy_A";"checked";"eng"
"thylacine_N";"checked";"eng"
"thyme_1_N";"checked";"eng"
"thyme_2_N";"checked";"eng"
"thymine_N";"checked";"eng"
"thymol_N";"checked";"eng"
"thymosin_N";"checked";"eng"
"thyroglobulin_N";"checked";"eng"
"thyroid_1_A";"checked";"eng"
"thyroid_2_A";"checked";"eng"
"thyroid_N";"checked";"eng"
"thyroidectomy_N";"checked";"eng"
"thyroiditis_N";"checked";"eng"
"thyronine_N";"checked";"eng"
"thyroprotein_N";"checked";"eng"
"thyrotoxic_A";"checked";"eng"
"thyrotropin_1_N";"checked";"eng"
"thyroxine_1_N";"checked";"eng"
"thyrse_1_N";"checked";"eng"
"thyrsopteris_N";"checked";"eng"
"thysanopter_1_N";"checked";"eng"
"ti_2_N";"checked";"eng"
"ti_3_N";"checked";"eng"
"tiara_N";"checked";"eng"
"tibet_PN";"checked";"eng"
"tibetan_A";"checked";"eng"
"tibetan_1_N";"checked";"eng"
"tibetan_2_N";"checked";"eng"
"tibia_1_N";"checked";"eng"
"tibial_A";"checked";"eng"
"tibialis_N";"checked";"eng"
"tic_N";"checked";"eng"
"tick_1_N";"checked";"eng"
"tick_2_N";"checked";"eng"
"tick_3_N";"checked";"eng"
"tick_4_N";"checked";"eng"
"tick_1_V";"checked";"eng"
"tick_2_V";"checked";"eng"
"tick_V2";"checked";"eng"
"tick_along_V";"checked";"eng"
"tick_away_V";"checked";"eng"
"tick_by_V";"checked";"eng"
"tick_off_V2";"checked";"eng"
"tick_over_V";"checked";"eng"
"tick_tock_N";"checked";"eng"
"ticker_1_N";"checked";"eng"
"ticker_2_N";"checked";"eng"
"ticker_3_N";"checked";"eng"
"ticker_tape_N";"checked";"eng"
"ticket_1_N";"checked";"eng"
"ticket_2_N";"checked";"eng"
"ticket_3_N";"checked";"eng"
"ticket_4_N";"checked";"eng"
"ticket_5_N";"checked";"eng"
"ticket_1_V2";"checked";"eng"
"ticket_2_V2";"checked";"eng"
"ticket_collector_N";"checked";"eng"
"ticking_1_N";"checked";"eng"
"ticking_2_N";"checked";"eng"
"tickle_1_N";"checked";"eng"
"tickle_2_N";"checked";"eng"
"tickle_1_V";"checked";"eng"
"tickle_1_V2";"checked";"eng"
"tickle_2_V2";"checked";"eng"
"tickle_3_V2";"checked";"eng"
"tickler_N";"checked";"eng"
"ticklish_A";"checked";"eng"
"ticktack_N";"checked";"eng"
"ticktacktoe_1_N";"checked";"eng"
"tidal_A";"checked";"eng"
"tidbit_N";"checked";"eng"
"tiddler_N";"checked";"eng"
"tiddley_A";"checked";"eng"
"tiddlywinks_N";"checked";"eng"
"tide_1_N";"checked";"eng"
"tide_2_N";"checked";"eng"
"tide_3_N";"checked";"eng"
"tide_1_V2";"checked";"eng"
"tide_2_V2";"checked";"eng"
"tide_3_V2";"checked";"eng"
"tide_over_V2";"checked";"eng"
"tideland_N";"checked";"eng"
"tidemark_N";"checked";"eng"
"tidewater_1_N";"checked";"eng"
"tidewater_2_PN";"checked";"eng"
"tideway_N";"checked";"eng"
"tidiness_1_N";"checked";"eng"
"tidiness_2_N";"checked";"eng"
"tidworth_PN";"checked";"eng"
"tidy_1_A";"checked";"eng"
"tidy_2_A";"checked";"eng"
"tidy_3_A";"checked";"eng"
"tidy_N";"checked";"eng"
"tidy_V2";"checked";"eng"
"tidy_up_V2";"checked";"eng"
"tidytips_N";"checked";"eng"
"tie_1_N";"checked";"eng"
"tie_2_N";"checked";"eng"
"tie_3_N";"checked";"eng"
"tie_4_N";"checked";"eng"
"tie_5_N";"checked";"eng"
"tie_6_N";"checked";"eng"
"tie_7_N";"checked";"eng"
"tie_8_N";"checked";"eng"
"tie_9_N";"checked";"eng"
"tie_9_V";"checked";"eng"
"tie_1_V2";"checked";"eng"
"tie_3_V2";"checked";"eng"
"tie_4_V2";"checked";"eng"
"tie_5_V2";"checked";"eng"
"tie_6_V2";"checked";"eng"
"tie_7_V2";"checked";"eng"
"tie_8_V2";"checked";"eng"
"tie_9_V2";"checked";"eng"
"tie_back_V2";"checked";"eng"
"tie_down_1_V2";"checked";"eng"
"tie_down_2_V2";"checked";"eng"
"tie_in_1_V";"checked";"eng"
"tie_in_2_V2";"checked";"eng"
"tie_in_with_V2";"checked";"eng"
"tie_on_A";"checked";"eng"
"tie_up_1_N";"checked";"eng"
"tie_up_2_N";"checked";"eng"
"tie_up_1_V2";"checked";"eng"
"tie_up_2_V2";"checked";"eng"
"tie_up_3_V2";"checked";"eng"
"tie_up_4_V2";"checked";"eng"
"tie_up_5_V2";"checked";"eng"
"tiebreaker_N";"checked";"eng"
"tientsin_PN";"checked";"eng"
"tier_1_N";"checked";"eng"
"tier_2_N";"checked";"eng"
"tier_3_N";"checked";"eng"
"tier_4_N";"checked";"eng"
"tier_5_N";"checked";"eng"
"tiercel_1_N";"checked";"eng"
"tiered_A";"checked";"eng"
"tiff_N";"checked";"eng"
"tiger_1_N";"checked";"eng"
"tiger_2_N";"checked";"eng"
"tiger_lily_1_N";"checked";"eng"
"tiger_lily_2_N";"checked";"eng"
"tigerish_A";"checked";"eng"
"tight_1_A";"checked";"eng"
"tight_2_A";"checked";"eng"
"tight_3_A";"checked";"eng"
"tight_4_A";"checked";"eng"
"tight_5_A";"checked";"eng"
"tight_6_A";"checked";"eng"
"tight_7_A";"checked";"eng"
"tight_8_A";"checked";"eng"
"tight_9_A";"checked";"eng"
"tight_10_A";"checked";"eng"
"tight_11_A";"checked";"eng"
"tight_12_A";"checked";"eng"
"tight_13_A";"checked";"eng"
"tight_14_A";"checked";"eng"
"tight_1_Adv";"checked";"eng"
"tight_2_Adv";"checked";"eng"
"tight_laced_A";"checked";"eng"
"tight_lipped_A";"checked";"eng"
"tight_wad_N";"checked";"eng"
"tighten_2_V";"checked";"eng"
"tighten_1_V2";"checked";"eng"
"tighten_3_V2";"checked";"eng"
"tighten_4_V2";"checked";"eng"
"tightening_N";"checked";"eng"
"tightness_1_N";"checked";"eng"
"tightness_2_N";"checked";"eng"
"tightness_3_N";"checked";"eng"
"tightness_4_N";"checked";"eng"
"tightness_5_N";"checked";"eng"
"tightrope_N";"checked";"eng"
"tights_N";"checked";"eng"
"tiglon_1_N";"checked";"eng"
"tigress_N";"checked";"eng"
"tike_1_N";"checked";"eng"
"tike_2_N";"checked";"eng"
"tilburg_PN";"checked";"eng"
"tilbury_PN";"checked";"eng"
"tilde_N";"checked";"eng"
"tile_1_N";"checked";"eng"
"tile_2_N";"checked";"eng"
"tile_3_N";"checked";"eng"
"tile_V2";"checked";"eng"
"tilefish_1_N";"checked";"eng"
"tilefish_2_N";"checked";"eng"
"tiler_N";"checked";"eng"
"tiling_N";"checked";"eng"
"till_1_N";"checked";"eng"
"till_2_N";"checked";"eng"
"till_3_N";"checked";"eng"
"till_Subj";"checked";"eng"
"till_V2";"checked";"eng"
"tillage_1_N";"checked";"eng"
"tillage_2_N";"checked";"eng"
"tiller_1_N";"checked";"eng"
"tiller_2_N";"checked";"eng"
"tiller_3_N";"checked";"eng"
"tiller_4_N";"checked";"eng"
"tilling_N";"checked";"eng"
"tilt_1_N";"checked";"eng"
"tilt_2_N";"checked";"eng"
"tilt_3_N";"checked";"eng"
"tilt_4_N";"checked";"eng"
"tilt_5_N";"checked";"eng"
"tilt_1_V";"checked";"eng"
"tilt_2_V";"checked";"eng"
"tilt_3_V";"checked";"eng"
"tilt_4_V";"checked";"eng"
"tilt_4_V2";"checked";"eng"
"tilter_1_N";"checked";"eng"
"tilter_2_N";"checked";"eng"
"tilth_1_N";"checked";"eng"
"tilth_2_N";"checked";"eng"
"tiltyard_N";"checked";"eng"
"tim_PN";"checked";"eng"
"timbale_1_N";"checked";"eng"
"timbale_2_N";"checked";"eng"
"timber_1_N";"checked";"eng"
"timber_2_N";"checked";"eng"
"timber_3_N";"checked";"eng"
"timber_4_N";"checked";"eng"
"timber_5_N";"checked";"eng"
"timbered_1_A";"checked";"eng"
"timbered_2_A";"checked";"eng"
"timberman_N";"checked";"eng"
"timbre_N";"checked";"eng"
"timbrel_N";"checked";"eng"
"time_5_N";"checked";"eng"
"time_1_N";"checked";"eng"
"time_2_N";"checked";"eng"
"time_3_N";"checked";"eng"
"time_4_N";"checked";"eng"
"time_6_N";"checked";"eng"
"time_7_N";"checked";"eng"
"time_8_N";"checked";"eng"
"time_9_N";"checked";"eng"
"time_10_N";"checked";"eng"
"time_1_V2";"checked";"eng"
"time_2_V2";"checked";"eng"
"time_3_V2";"checked";"eng"
"time_4_V2";"checked";"eng"
"time_5_V2";"checked";"eng"
"time_ball_N";"checked";"eng"
"time_bomb_1_N";"checked";"eng"
"time_bomb_2_N";"checked";"eng"
"time_expired_A";"checked";"eng"
"time_exposure_1_N";"checked";"eng"
"time_exposure_2_N";"checked";"eng"
"time_fuse_N";"checked";"eng"
"time_honoured_1_A";"checked";"eng"
"time_honoured_2_A";"checked";"eng"
"time_lag_N";"checked";"eng"
"time_limit_N";"checked";"eng"
"time_out_V";"checked";"eng"
"time_out_V2";"checked";"eng"
"time_sheet_N";"checked";"eng"
"time_signal_N";"checked";"eng"
"time_switch_N";"checked";"eng"
"timecard_1_N";"checked";"eng"
"timecard_2_N";"checked";"eng"
"timekeeper_1_N";"checked";"eng"
"timekeeper_2_N";"checked";"eng"
"timekeeper_3_N";"checked";"eng"
"timekeeping_N";"checked";"eng"
"timeless_A";"checked";"eng"
"timeline_N";"checked";"eng"
"timeliness_1_N";"checked";"eng"
"timeliness_2_N";"checked";"eng"
"timely_1_A";"checked";"eng"
"timely_2_A";"checked";"eng"
"timepiece_N";"checked";"eng"
"timer_1_N";"checked";"eng"
"timer_2_N";"checked";"eng"
"timer_3_N";"checked";"eng"
"times_1_N";"checked";"eng"
"times_2_N";"checked";"eng"
"times_Conj";"checked";"eng"
"timesaving_A";"checked";"eng"
"timeserver_N";"checked";"eng"
"timeserving_A";"checked";"eng"
"timetable_1_N";"checked";"eng"
"timetable_2_N";"checked";"eng"
"timework_N";"checked";"eng"
"timid_1_A";"checked";"eng"
"timid_2_A";"checked";"eng"
"timid_3_A";"checked";"eng"
"timid_N";"checked";"eng"
"timidity_1_N";"checked";"eng"
"timidity_2_N";"checked";"eng"
"timidness_N";"checked";"eng"
"timing_1_N";"checked";"eng"
"timing_2_N";"checked";"eng"
"timmy_PN";"checked";"eng"
"timolol_N";"checked";"eng"
"timorous_A";"checked";"eng"
"timothy_1_N";"checked";"eng"
"timothy_2_PN";"checked";"eng"
"timothy_3_N";"checked";"eng"
"timpanist_N";"checked";"eng"
"timucu_N";"checked";"eng"
"tin_1_N";"checked";"eng"
"tin_2_N";"checked";"eng"
"tin_3_N";"checked";"eng"
"tin_4_N";"checked";"eng"
"tin_1_V2";"checked";"eng"
"tin_2_V2";"checked";"eng"
"tin_3_V2";"checked";"eng"
"tin_opener_N";"checked";"eng"
"tin_pan_alley_PN";"checked";"eng"
"tin_plate_1_N";"checked";"eng"
"tina_PN";"checked";"eng"
"tinamou_N";"checked";"eng"
"tincture_1_N";"checked";"eng"
"tincture_2_N";"checked";"eng"
"tincture_3_N";"checked";"eng"
"tincture_4_N";"checked";"eng"
"tincture_1_V2";"checked";"eng"
"tincture_2_V2";"checked";"eng"
"tinder_N";"checked";"eng"
"tinderbox_1_N";"checked";"eng"
"tinderbox_2_N";"checked";"eng"
"tine_N";"checked";"eng"
"tinea_1_N";"checked";"eng"
"tinea_2_N";"checked";"eng"
"tined_A";"checked";"eng"
"tineid_N";"checked";"eng"
"tineoid_N";"checked";"eng"
"tinfoil_1_N";"checked";"eng"
"tinfoil_2_N";"checked";"eng"
"ting_N";"checked";"eng"
"ting_1_V";"checked";"eng"
"ting_2_V";"checked";"eng"
"ting_1_V2";"checked";"eng"
"ting_2_V2";"checked";"eng"
"tinge_1_N";"checked";"eng"
"tinge_2_N";"checked";"eng"
"tinge_1_V2";"checked";"eng"
"tinge_2_V2";"checked";"eng"
"tingle_1_N";"checked";"eng"
"tingle_2_N";"checked";"eng"
"tingle_V";"checked";"eng"
"tinker_1_N";"checked";"eng"
"tinker_2_N";"checked";"eng"
"tinker_3_N";"checked";"eng"
"tinker_1_V";"checked";"eng"
"tinker_2_V";"checked";"eng"
"tinker_3_V";"checked";"eng"
"tinkerer_1_N";"checked";"eng"
"tinkerer_2_N";"checked";"eng"
"tinkle_N";"checked";"eng"
"tinkle_V2";"checked";"eng"
"tinning_1_N";"checked";"eng"
"tinning_2_N";"checked";"eng"
"tinnitus_N";"checked";"eng"
"tinny_1_A";"checked";"eng"
"tinny_2_A";"checked";"eng"
"tinny_3_A";"checked";"eng"
"tinsel_1_N";"checked";"eng"
"tinsel_2_N";"checked";"eng"
"tinsel_1_V2";"checked";"eng"
"tinsel_2_V2";"checked";"eng"
"tinsel_3_V2";"checked";"eng"
"tinselly_1_A";"checked";"eng"
"tinsmith_N";"checked";"eng"
"tint_1_N";"checked";"eng"
"tint_2_N";"checked";"eng"
"tint_3_N";"checked";"eng"
"tint_1_V2";"checked";"eng"
"tintack_N";"checked";"eng"
"tinter_N";"checked";"eng"
"tinting_N";"checked";"eng"
"tintinnabulation_N";"checked";"eng"
"tinware_N";"checked";"eng"
"tiny_A";"checked";"eng"
"tip_1_N";"checked";"eng"
"tip_2_N";"checked";"eng"
"tip_3_N";"checked";"eng"
"tip_4_N";"checked";"eng"
"tip_5_N";"checked";"eng"
"tip_5_V";"checked";"eng"
"tip_6_V";"checked";"eng"
"tip_1_V2";"checked";"eng"
"tip_2_V2";"checked";"eng"
"tip_3_V2";"checked";"eng"
"tip_4_V2";"checked";"eng"
"tip_7_V2";"checked";"eng"
"tip_9_V2";"checked";"eng"
"tip_and_run_A";"checked";"eng"
"tip_off_1_N";"checked";"eng"
"tip_off_2_N";"checked";"eng"
"tip_off_V2";"checked";"eng"
"tip_over_V";"checked";"eng"
"tip_over_V2";"checked";"eng"
"tip_top_A";"checked";"eng"
"tip_top_Adv";"checked";"eng"
"tip_up_A";"checked";"eng"
"tipper_1_N";"checked";"eng"
"tipper_2_N";"checked";"eng"
"tipperary_PN";"checked";"eng"
"tippet_N";"checked";"eng"
"tipple_N";"checked";"eng"
"tipple_V";"checked";"eng"
"tipple_V2";"checked";"eng"
"tippler_N";"checked";"eng"
"tipstaff_N";"checked";"eng"
"tipster_N";"checked";"eng"
"tipsy_1_A";"checked";"eng"
"tipsy_2_A";"checked";"eng"
"tiptoe_A";"checked";"eng"
"tiptoe_Adv";"checked";"eng"
"tiptoe_N";"checked";"eng"
"tiptoe_1_V";"checked";"eng"
"tiptop_1_N";"checked";"eng"
"tiptop_2_N";"checked";"eng"
"tipu_N";"checked";"eng"
"tirade_N";"checked";"eng"
"tiramisu_N";"checked";"eng"
"tire_N";"checked";"eng"
"tire_2_V2";"checked";"eng"
"tire_3_V2";"checked";"eng"
"tire_4_V2";"checked";"eng"
"tire_of_V2";"checked";"eng"
"tired_1_A";"checked";"eng"
"tired_2_A";"checked";"eng"
"tiredness_N";"checked";"eng"
"tireless_1_A";"checked";"eng"
"tireless_2_A";"checked";"eng"
"tiresome_A";"checked";"eng"
"tiring_Adv";"checked";"eng"
"tisane_N";"checked";"eng"
"tissue_1_N";"checked";"eng"
"tissue_2_N";"checked";"eng"
"tit_1_N";"checked";"eng"
"tit_2_N";"checked";"eng"
"tit_3_N";"checked";"eng"
"titan_1_N";"checked";"eng"
"titan_2_N";"checked";"eng"
"titan_3_PN";"checked";"eng"
"titanic_A";"checked";"eng"
"titanium_N";"checked";"eng"
"titanosaur_N";"checked";"eng"
"titbit_N";"checked";"eng"
"titer_1_N";"checked";"eng"
"titfer_N";"checked";"eng"
"tithe_1_N";"checked";"eng"
"tithe_2_N";"checked";"eng"
"tithe_barn_N";"checked";"eng"
"tither_N";"checked";"eng"
"titi_1_N";"checked";"eng"
"titi_2_N";"checked";"eng"
"titi_3_N";"checked";"eng"
"titillate_1_V2";"checked";"eng"
"titillate_2_V2";"checked";"eng"
"titillating_1_A";"checked";"eng"
"titillating_2_A";"checked";"eng"
"titillating_3_A";"checked";"eng"
"titillation_1_N";"checked";"eng"
"titillation_2_N";"checked";"eng"
"titillation_3_N";"checked";"eng"
"titivate_V2";"checked";"eng"
"titivation_1_N";"checked";"eng"
"titlark_N";"checked";"eng"
"title_1_N";"checked";"eng"
"title_2_N";"checked";"eng"
"title_3_N";"checked";"eng"
"title_4_N";"checked";"eng"
"title_5_N";"checked";"eng"
"title_6_N";"checked";"eng"
"title_7_N";"checked";"eng"
"title_8_N";"checked";"eng"
"title_9_N";"checked";"eng"
"title_10_N";"checked";"eng"
"title_1_V3";"checked";"eng"
"title_2_V3";"checked";"eng"
"title_deed_N";"checked";"eng"
"title_page_N";"checked";"eng"
"title_role_N";"checked";"eng"
"titled_A";"checked";"eng"
"titmouse_N";"checked";"eng"
"titration_N";"checked";"eng"
"titrator_N";"checked";"eng"
"titter_N";"checked";"eng"
"titter_V";"checked";"eng"
"titterer_N";"checked";"eng"
"tittivate_V2";"checked";"eng"
"tittle_N";"checked";"eng"
"tittle_tattle_N";"checked";"eng"
"tittle_tattle_V";"checked";"eng"
"titular_1_A";"checked";"eng"
"titular_2_A";"checked";"eng"
"titular_3_A";"checked";"eng"
"titular_4_A";"checked";"eng"
"titular_5_A";"checked";"eng"
"tiverton_PN";"checked";"eng"
"tiyin_1_N";"checked";"eng"
"tiyin_2_N";"checked";"eng"
"tizzy_N";"checked";"eng"
"tl_PN";"checked";"eng"
"tnt_N";"checked";"eng"
"to_Adv";"checked";"eng"
"to_1_Prep";"checked";"eng"
"to_2_Prep";"checked";"eng"
"to_3_Prep";"checked";"eng"
"to_4_Prep";"checked";"eng"
"to_date_Adv";"checked";"eng"
"to_do_N";"checked";"eng"
"toad_N";"checked";"eng"
"toad_in_the_hole_N";"checked";"eng"
"toadfish_N";"checked";"eng"
"toadflax_N";"checked";"eng"
"toadstool_N";"checked";"eng"
"toady_N";"checked";"eng"
"toady_V";"checked";"eng"
"toast_1_N";"checked";"eng"
"toast_2_N";"checked";"eng"
"toast_3_N";"checked";"eng"
"toast_4_N";"checked";"eng"
"toast_1_V2";"checked";"eng"
"toast_2_V2";"checked";"eng"
"toaster_1_N";"checked";"eng"
"toaster_2_N";"checked";"eng"
"toasting_N";"checked";"eng"
"toasting_fork_N";"checked";"eng"
"toastmaster_N";"checked";"eng"
"toastrack_N";"checked";"eng"
"tobacco_1_N";"checked";"eng"
"tobacco_2_N";"checked";"eng"
"tobacconist_1_N";"checked";"eng"
"tobacconist_2_N";"checked";"eng"
"tobago_PN";"checked";"eng"
"tobagonian_A";"checked";"eng"
"tobagonian_N";"checked";"eng"
"toboggan_N";"checked";"eng"
"toboggan_V";"checked";"eng"
"tobogganing_N";"checked";"eng"
"tobogganist_N";"checked";"eng"
"tobramycin_N";"checked";"eng"
"toby_N";"checked";"eng"
"toby_PN";"checked";"eng"
"toby_jug_N";"checked";"eng"
"tocainide_N";"checked";"eng"
"toccata_N";"checked";"eng"
"tocsin_1_N";"checked";"eng"
"tocsin_2_N";"checked";"eng"
"tod_A";"checked";"eng"
"tod_N";"checked";"eng"
"today_1_Adv";"checked";"eng"
"today_2_Adv";"checked";"eng"
"today_1_N";"checked";"eng"
"today_2_N";"checked";"eng"
"toddle_V";"checked";"eng"
"toddle_off_V";"checked";"eng"
"toddler_N";"checked";"eng"
"toddy_N";"checked";"eng"
"todmorden_PN";"checked";"eng"
"tody_N";"checked";"eng"
"toe_1_N";"checked";"eng"
"toe_2_N";"checked";"eng"
"toe_3_N";"checked";"eng"
"toe_4_N";"checked";"eng"
"toe_1_V2";"checked";"eng"
"toe_2_V2";"checked";"eng"
"toe_3_V2";"checked";"eng"
"toe_4_V2";"checked";"eng"
"toe_5_V2";"checked";"eng"
"toea_N";"checked";"eng"
"toecap_N";"checked";"eng"
"toed_A";"checked";"eng"
"toehold_1_N";"checked";"eng"
"toehold_2_N";"checked";"eng"
"toehold_3_N";"checked";"eng"
"toeless_A";"checked";"eng"
"toenail_N";"checked";"eng"
"toetoe_1_N";"checked";"eng"
"toetoe_2_N";"checked";"eng"
"toff_N";"checked";"eng"
"toffee_1_N";"checked";"eng"
"tog_V2";"checked";"eng"
"toga_N";"checked";"eng"
"together_A";"checked";"eng"
"together_1_Adv";"checked";"eng"
"together_2_Adv";"checked";"eng"
"together_3_Adv";"checked";"eng"
"together_4_Adv";"checked";"eng"
"together_5_Adv";"checked";"eng"
"together_6_Adv";"checked";"eng"
"togetherness_N";"checked";"eng"
"toggle_1_N";"checked";"eng"
"toggle_2_N";"checked";"eng"
"toggle_3_N";"checked";"eng"
"togo_PN";"checked";"eng"
"togolese_A";"checked";"eng"
"togoleseFem_N";"checked";"eng"
"togoleseMasc_N";"checked";"eng"
"togs_N";"checked";"eng"
"tohmajärvi_PN";"checked";"eng"
"toholampi_PN";"checked";"eng"
"toijala_PN";"checked";"eng"
"toil_N";"checked";"eng"
"toil_V";"checked";"eng"
"toiler_N";"checked";"eng"
"toilet_1_N";"checked";"eng"
"toilet_2_N";"checked";"eng"
"toilet_3_N";"checked";"eng"
"toilet_4_N";"checked";"eng"
"toilet_paper_N";"checked";"eng"
"toilet_powder_N";"checked";"eng"
"toilet_roll_N";"checked";"eng"
"toilet_table_N";"checked";"eng"
"toiletry_N";"checked";"eng"
"toilsome_A";"checked";"eng"
"toivakka_PN";"checked";"eng"
"tokamak_N";"checked";"eng"
"tokay_1_N";"checked";"eng"
"tokay_2_N";"checked";"eng"
"toke_N";"checked";"eng"
"token_1_N";"checked";"eng"
"token_in_N2";"checked";"eng"
"token_3_N";"checked";"eng"
"token_4_N";"checked";"eng"
"tokyo_PN";"checked";"eng"
"tolazamide_N";"checked";"eng"
"tolazoline_N";"checked";"eng"
"tolbutamide_N";"checked";"eng"
"tole_N";"checked";"eng"
"tolerable_1_A";"checked";"eng"
"tolerable_2_A";"checked";"eng"
"tolerance_1_N";"checked";"eng"
"tolerance_2_N";"checked";"eng"
"tolerance_3_N";"checked";"eng"
"tolerance_4_N";"checked";"eng"
"tolerance_5_N";"checked";"eng"
"tolerant_1_A";"checked";"eng"
"tolerant_2_A";"checked";"eng"
"tolerant_3_A";"checked";"eng"
"tolerant_4_A";"checked";"eng"
"tolerant_5_A";"checked";"eng"
"tolerate_1_V2";"checked";"eng"
"tolerate_2_V2";"checked";"eng"
"tolerate_3_V2";"checked";"eng"
"tolerate_4_V2";"checked";"eng"
"toleration_1_N";"checked";"eng"
"toleration_2_N";"checked";"eng"
"toll_1_N";"checked";"eng"
"toll_2_N";"checked";"eng"
"toll_3_N";"checked";"eng"
"toll_V";"checked";"eng"
"toll_V2";"checked";"eng"
"tollbar_N";"checked";"eng"
"tollbooth_1_N";"checked";"eng"
"toller_1_N";"checked";"eng"
"toller_2_N";"checked";"eng"
"tollgate_N";"checked";"eng"
"tollhouse_N";"checked";"eng"
"tollkeeper_N";"checked";"eng"
"tolu_N";"checked";"eng"
"toluene_N";"checked";"eng"
"tom_1_N";"checked";"eng"
"tom_2_N";"checked";"eng"
"tom_PN";"checked";"eng"
"tomahawk_N";"checked";"eng"
"tomahawk_1_V2";"checked";"eng"
"tomahawk_2_V2";"checked";"eng"
"tomalley_N";"checked";"eng"
"tomatillo_1_N";"checked";"eng"
"tomatillo_2_N";"checked";"eng"
"tomatillo_3_N";"checked";"eng"
"tomato_1_N";"checked";"eng"
"tomato_2_N";"checked";"eng"
"tomb_N";"checked";"eng"
"tombac_1_N";"checked";"eng"
"tombola_N";"checked";"eng"
"tomboy_N";"checked";"eng"
"tombstone_N";"checked";"eng"
"tomcat_N";"checked";"eng"
"tome_N";"checked";"eng"
"tomentose_1_A";"checked";"eng"
"tomentose_2_A";"checked";"eng"
"tomentum_1_N";"checked";"eng"
"tomentum_2_N";"checked";"eng"
"tomfool_N";"checked";"eng"
"tomfoolery_N";"checked";"eng"
"tommy_PN";"checked";"eng"
"tommy_gun_N";"checked";"eng"
"tommy_rot_N";"checked";"eng"
"tomograph_N";"checked";"eng"
"tomorrow_Adv";"checked";"eng"
"tomorrow_1_N";"checked";"eng"
"tomorrow_2_N";"checked";"eng"
"tomtate_N";"checked";"eng"
"tomtit_N";"checked";"eng"
"tomtom_N";"checked";"eng"
"ton_1_N";"checked";"eng"
"ton_2_N";"checked";"eng"
"ton_V";"checked";"eng"
"tonal_1_A";"checked";"eng"
"tonal_2_A";"checked";"eng"
"tonality_N";"checked";"eng"
"tonbridge_PN";"checked";"eng"
"tone_1_N";"checked";"eng"
"tone_2_N";"checked";"eng"
"tone_3_N";"checked";"eng"
"tone_4_N";"checked";"eng"
"tone_5_N";"checked";"eng"
"tone_6_N";"checked";"eng"
"tone_7_N";"checked";"eng"
"tone_8_N";"checked";"eng"
"tone_9_N";"checked";"eng"
"tone_10_N";"checked";"eng"
"tone_2_V";"checked";"eng"
"tone_1_V2";"checked";"eng"
"tone_2_V2";"checked";"eng"
"tone_3_V2";"checked";"eng"
"tone_4_V2";"checked";"eng"
"tone_5_V2";"checked";"eng"
"tone_deaf_A";"checked";"eng"
"tone_down_1_V2";"checked";"eng"
"tone_down_2_V2";"checked";"eng"
"tone_poem_N";"checked";"eng"
"toneless_A";"checked";"eng"
"toner_1_N";"checked";"eng"
"toner_2_N";"checked";"eng"
"toner_3_N";"checked";"eng"
"tonga_PN";"checked";"eng"
"tonga_N";"checked";"eng"
"tongan_A";"checked";"eng"
"tongan_1_N";"checked";"eng"
"tongan_2_N";"checked";"eng"
"tongs_N";"checked";"eng"
"tongue_1_N";"checked";"eng"
"tongue_2_N";"checked";"eng"
"tongue_3_N";"checked";"eng"
"tongue_4_N";"checked";"eng"
"tongue_5_N";"checked";"eng"
"tongue_6_N";"checked";"eng"
"tongue_7_N";"checked";"eng"
"tongue_8_N";"checked";"eng"
"tongue_in_cheek_A";"checked";"eng"
"tongue_in_cheek_1_Adv";"checked";"eng"
"tongue_in_cheek_2_Adv";"checked";"eng"
"tongue_tied_A";"checked";"eng"
"tongue_twister_N";"checked";"eng"
"tongued_A";"checked";"eng"
"tonguefish_1_N";"checked";"eng"
"tongueflower_1_N";"checked";"eng"
"tongueless_1_A";"checked";"eng"
"tongueless_2_A";"checked";"eng"
"tonguelike_A";"checked";"eng"
"tonic_1_A";"checked";"eng"
"tonic_2_A";"checked";"eng"
"tonic_3_A";"checked";"eng"
"tonic_4_A";"checked";"eng"
"tonic_5_A";"checked";"eng"
"tonic_1_N";"checked";"eng"
"tonic_2_N";"checked";"eng"
