function;status;langcode
"doss_V";"not_defined";"swe"
"doss_about_V";"not_defined";"swe"
"doss_around_V";"not_defined";"swe"
"doss_down_V";"not_defined";"swe"
"doss_house_N";"guessed";"swe"
"dossal_1_N";"guessed";"swe"
"dosser_N";"checked";"swe"
"dossier_N";"guessed";"swe"
"dot_1_N";"checked";"swe"
"dot_2_N";"not_defined";"swe"
"dot_3_N";"checked";"swe"
"dot_4_N";"guessed";"swe"
"dot_1_V2";"guessed";"swe"
"dot_2_V2";"guessed";"swe"
"dot_3_V2";"guessed";"swe"
"dot_4_V2";"guessed";"swe"
"dotage_N";"guessed";"swe"
"dotard_N";"not_defined";"swe"
"dote_1_V";"not_defined";"swe"
"dote_2_V";"not_defined";"swe"
"dotterel_1_N";"checked";"swe"
"dottle_N";"not_defined";"swe"
"dotty_1_A";"not_defined";"swe"
"dotty_2_A";"not_defined";"swe"
"douai_PN";"checked";"swe"
"double_1_A";"guessed";"swe"
"double_2_A";"guessed";"swe"
"double_3_A";"guessed";"swe"
"double_4_A";"guessed";"swe"
"double_5_A";"checked";"swe"
"double_6_A";"guessed";"swe"
"double_7_A";"guessed";"swe"
"double_1_Adv";"not_defined";"swe"
"double_2_Adv";"not_defined";"swe"
"double_AdA";"checked";"swe"
"double_1_N";"guessed";"swe"
"double_2_N";"guessed";"swe"
"double_3_N";"guessed";"swe"
"double_4_N";"guessed";"swe"
"double_5_N";"guessed";"swe"
"double_1_V";"guessed";"swe"
"double_2_V";"guessed";"swe"
"double_3_V";"guessed";"swe"
"double_4_V";"guessed";"swe"
"double_5_V";"guessed";"swe"
"double_2_V2";"guessed";"swe"
"double_5_V2";"guessed";"swe"
"double_6_V2";"guessed";"swe"
"double_as_V2";"checked";"swe"
"double_barrelled_1_A";"not_defined";"swe"
"double_barrelled_2_A";"not_defined";"swe"
"double_bass_N";"checked";"swe"
"double_bedded_A";"not_defined";"swe"
"double_breasted_A";"not_defined";"swe"
"double_check_V2";"not_defined";"swe"
"double_cross_N";"guessed";"swe"
"double_cross_V2";"not_defined";"swe"
"double_dealer_N";"guessed";"swe"
"double_dealing_A";"not_defined";"swe"
"double_dealing_N";"guessed";"swe"
"double_decker_N";"checked";"swe"
"double_dutch_N";"not_defined";"swe"
"double_dyed_A";"not_defined";"swe"
"double_edged_A";"not_defined";"swe"
"double_entry_N";"not_defined";"swe"
"double_faced_1_A";"not_defined";"swe"
"double_faced_2_A";"not_defined";"swe"
"double_first_N";"not_defined";"swe"
"double_jointed_A";"not_defined";"swe"
"double_park_V";"not_defined";"swe"
"double_park_V2";"not_defined";"swe"
"double_quick_A";"not_defined";"swe"
"double_quick_Adv";"not_defined";"swe"
"double_spacing_N";"guessed";"swe"
"double_talk_N";"not_defined";"swe"
"double_think_N";"guessed";"swe"
"double_up_2_V";"guessed";"swe"
"double_up_3_V";"guessed";"swe"
"double_up_as_V2";"checked";"swe"
"doubler_N";"guessed";"swe"
"doubles_1_N";"guessed";"swe"
"doubles_2_N";"guessed";"swe"
"doublespeak_N";"guessed";"swe"
"doublet_N";"guessed";"swe"
"doubleton_N";"not_defined";"swe"
"doubletree_N";"guessed";"swe"
"doubling_1_N";"checked";"swe"
"doubling_2_N";"guessed";"swe"
"doubloon_N";"checked";"swe"
"doubt_1_N";"checked";"swe"
"doubt_2_N";"checked";"swe"
"doubt_2_V2";"checked";"swe"
"doubt_1_VS";"checked";"swe"
"doubtful_1_A";"guessed";"swe"
"doubtful_2_A";"guessed";"swe"
"doubtful_3_A";"guessed";"swe"
"doubting_A";"not_defined";"swe"
"doubtless_1_Adv";"guessed";"swe"
"douche_1_N";"not_defined";"swe"
"douche_2_N";"not_defined";"swe"
"doug_PN";"checked";"swe"
"dough_1_N";"checked";"swe"
"dough_2_N";"guessed";"swe"
"doughboy_1_N";"not_defined";"swe"
"doughboy_2_N";"not_defined";"swe"
"doughnut_1_N";"guessed";"swe"
"doughnut_2_N";"checked";"swe"
"doughty_A";"not_defined";"swe"
"doughy_A";"guessed";"swe"
"douglas_PN";"guessed";"swe"
"dour_1_A";"not_defined";"swe"
"dour_2_A";"not_defined";"swe"
"dour_3_A";"not_defined";"swe"
"douroucouli_N";"not_defined";"swe"
"douse_1_V2";"not_defined";"swe"
"douse_2_V2";"not_defined";"swe"
"douse_3_V2";"not_defined";"swe"
"douse_4_V2";"not_defined";"swe"
"douse_5_V2";"not_defined";"swe"
"douse_6_V2";"not_defined";"swe"
"douse_7_V2";"checked";"swe"
"dove_1_N";"checked";"swe"
"dove_2_N";"not_defined";"swe"
"dove_PN";"checked";"swe"
"dove_4_N";"checked";"swe"
"dove_5_N";"checked";"swe"
"dovecote_N";"checked";"swe"
"dover_PN";"checked";"swe"
"dovetail_N";"guessed";"swe"
"dovetail_V";"guessed";"swe"
"dovishness_N";"guessed";"swe"
"dowager_N";"not_defined";"swe"
"dowdiness_N";"not_defined";"swe"
"dowdy_1_A";"guessed";"swe"
"dowdy_2_A";"guessed";"swe"
"dowdy_1_PN";"checked";"swe"
"dowdy_2_N";"guessed";"swe"
"dowel_N";"checked";"swe"
"doweling_N";"not_defined";"swe"
"dower_1_N";"checked";"swe"
"dower_2_N";"guessed";"swe"
"dower_V2";"not_defined";"swe"
"dowerless_A";"not_defined";"swe"
"dowitcher_N";"not_defined";"swe"
"down_1_A";"guessed";"swe"
"down_2_A";"guessed";"swe"
"down_3_A";"guessed";"swe"
"down_4_A";"guessed";"swe"
"down_5_A";"guessed";"swe"
"down_6_A";"guessed";"swe"
"down_7_A";"guessed";"swe"
"down_8_A";"guessed";"swe"
"down_9_A";"guessed";"swe"
"down_1_Adv";"guessed";"swe"
"down_2_Adv";"guessed";"swe"
"down_3_Adv";"guessed";"swe"
"down_4_Adv";"guessed";"swe"
"down_5_Adv";"guessed";"swe"
"down_6_Adv";"guessed";"swe"
"down_1_N";"checked";"swe"
"down_2_N";"guessed";"swe"
"down_4_N";"guessed";"swe"
"down_5_N";"guessed";"swe"
"down_PN";"checked";"swe"
"down_Prep";"checked";"swe"
"down_1_V2";"guessed";"swe"
"down_2_V2";"guessed";"swe"
"down_3_V2";"guessed";"swe"
"down_4_V2";"guessed";"swe"
"down_5_V2";"guessed";"swe"
"down_6_V2";"guessed";"swe"
"down_and_out_N";"guessed";"swe"
"down_market_A";"not_defined";"swe"
"down_to_earth_A";"not_defined";"swe"
"downbeat_N";"checked";"swe"
"downbound_A";"not_defined";"swe"
"downcast_1_A";"not_defined";"swe"
"downcast_2_A";"not_defined";"swe"
"downcast_N";"guessed";"swe"
"downdraft_N";"guessed";"swe"
"downfall_1_N";"guessed";"swe"
"downfall_2_N";"checked";"swe"
"downfall_3_N";"guessed";"swe"
"downfield_A";"not_defined";"swe"
"downfield_Adv";"not_defined";"swe"
"downgrade_N";"guessed";"swe"
"downgrade_V2";"not_defined";"swe"
"downhearted_A";"guessed";"swe"
"downheartedness_N";"checked";"swe"
"downhill_1_Adv";"guessed";"swe"
"downhill_2_Adv";"guessed";"swe"
"downhill_1_N";"guessed";"swe"
"downhill_2_N";"checked";"swe"
"downiness_N";"not_defined";"swe"
"downing_street_1_PN";"checked";"swe"
"downing_street_2_PN";"guessed";"swe"
"download_N";"not_defined";"swe"
"downloadable_A";"not_defined";"swe"
"downplay_1_V2";"not_defined";"swe"
"downplay_2_V2";"not_defined";"swe"
"downpour_N";"guessed";"swe"
"downright_1_A";"guessed";"swe"
"downright_2_A";"guessed";"swe"
"downright_Adv";"guessed";"swe"
"downrightness_N";"not_defined";"swe"
"downriver_Adv";"not_defined";"swe"
"downscale_A";"not_defined";"swe"
"downshift_1_N";"guessed";"swe"
"downshift_2_N";"guessed";"swe"
"downside_N";"guessed";"swe"
"downsize_1_V2";"not_defined";"swe"
"downsize_2_V2";"not_defined";"swe"
"downsize_3_V2";"not_defined";"swe"
"downspin_N";"not_defined";"swe"
"downstage_A";"not_defined";"swe"
"downstage_Adv";"not_defined";"swe"
"downstage_N";"guessed";"swe"
"downstair_A";"not_defined";"swe"
"downstairs_A";"not_defined";"swe"
"downstairs_Adv";"not_defined";"swe"
"downstream_A";"not_defined";"swe"
"downstream_Adv";"guessed";"swe"
"downstroke_N";"guessed";"swe"
"downswing_1_N";"guessed";"swe"
"downswing_2_N";"guessed";"swe"
"downtick_N";"not_defined";"swe"
"downtime_N";"guessed";"swe"
"downtown_A";"not_defined";"swe"
"downtown_Adv";"not_defined";"swe"
"downtown_N";"checked";"swe"
"downtrodden_A";"guessed";"swe"
"downturn_N";"guessed";"swe"
"downward_A";"checked";"swe"
"downward_Adv";"guessed";"swe"
"downwards_Adv";"guessed";"swe"
"downwind_A";"not_defined";"swe"
"downwind_1_Adv";"not_defined";"swe"
"downwind_2_Adv";"not_defined";"swe"
"downy_1_A";"guessed";"swe"
"downy_2_A";"guessed";"swe"
"dowry_1_N";"checked";"swe"
"dowse_1_V2";"not_defined";"swe"
"dowse_2_V2";"not_defined";"swe"
"dowse_3_V2";"not_defined";"swe"
"dowse_4_V2";"checked";"swe"
"dowser_1_N";"not_defined";"swe"
"dowser_2_N";"not_defined";"swe"
"dowsing_N";"checked";"swe"
"doxazosin_N";"not_defined";"swe"
"doxepin_N";"not_defined";"swe"
"doxology_N";"guessed";"swe"
"doxorubicin_N";"not_defined";"swe"
"doxycycline_N";"checked";"swe"
"doyen_N";"guessed";"swe"
"doyenne_N";"not_defined";"swe"
"doyley_N";"not_defined";"swe"
"doyly_N";"not_defined";"swe"
"doz_N";"checked";"swe"
"doze_N";"checked";"swe"
"doze_V";"checked";"swe"
"doze_off_V";"guessed";"swe"
"dozen_N";"checked";"swe"
"dphil_N";"not_defined";"swe"
"dr_PN";"checked";"swe"
"drab_1_A";"guessed";"swe"
"drab_2_A";"guessed";"swe"
"drab_3_A";"guessed";"swe"
"drab_4_A";"guessed";"swe"
"draba_N";"not_defined";"swe"
"drabness_N";"not_defined";"swe"
"dracaena_N";"not_defined";"swe"
"drachma_1_N";"checked";"swe"
"drachma_2_N";"checked";"swe"
"draconian_A";"checked";"swe"
"dracontium_N";"not_defined";"swe"
"draft_1_N";"guessed";"swe"
"draft_2_N";"checked";"swe"
"draft_3_N";"checked";"swe"
"draft_4_N";"guessed";"swe"
"draft_5_N";"checked";"swe"
"draft_6_N";"guessed";"swe"
"draft_7_N";"guessed";"swe"
"draft_8_N";"not_defined";"swe"
"draft_9_N";"guessed";"swe"
"draft_10_N";"guessed";"swe"
"draft_11_N";"guessed";"swe"
"draft_1_V2";"not_defined";"swe"
"draft_2_V2";"guessed";"swe"
"draft_3_V2";"guessed";"swe"
"draftee_N";"guessed";"swe"
"drafter_N";"not_defined";"swe"
"drafting_1_N";"checked";"swe"
"drafting_2_N";"guessed";"swe"
"drafting_3_N";"checked";"swe"
"draftsman_1_N";"checked";"swe"
"draftsman_2_N";"checked";"swe"
"drafty_A";"guessed";"swe"
"drag_1_N";"guessed";"swe"
"drag_2_N";"guessed";"swe"
"drag_3_N";"guessed";"swe"
"drag_4_N";"guessed";"swe"
"drag_5_N";"checked";"swe"
"drag_6_N";"guessed";"swe"
"drag_1_V";"checked";"swe"
"drag_4_V";"guessed";"swe"
"drag_5_V";"guessed";"swe"
"drag_8_V";"guessed";"swe"
"drag_9_V";"guessed";"swe"
"drag_1_V2";"checked";"swe"
"drag_2_V2";"guessed";"swe"
"drag_3_V2";"guessed";"swe"
"drag_4_V2";"guessed";"swe"
"drag_6_V2";"guessed";"swe"
"drag_7_V2";"guessed";"swe"
"drag_8_V2";"guessed";"swe"
"drag_9_V2";"guessed";"swe"
"drag_10_V2";"guessed";"swe"
"drag_down_V2";"guessed";"swe"
"drag_on_1_V";"guessed";"swe"
"drag_on_2_V";"guessed";"swe"
"dragee_1_N";"guessed";"swe"
"dragee_2_N";"guessed";"swe"
"dragee_3_N";"checked";"swe"
"draggingly_Adv";"not_defined";"swe"
"draggled_A";"not_defined";"swe"
"dragnet_1_N";"guessed";"swe"
"dragnet_2_N";"guessed";"swe"
"dragoman_N";"checked";"swe"
"dragon_1_N";"checked";"swe"
"dragon_2_N";"checked";"swe"
"dragon_PN";"checked";"swe"
"dragon_4_N";"checked";"swe"
"dragonet_N";"not_defined";"swe"
"dragonfly_N";"checked";"swe"
"dragonhead_N";"guessed";"swe"
"dragoon_N";"checked";"swe"
"dragoon_1_V2";"not_defined";"swe"
"dragoon_2_V2";"not_defined";"swe"
"dragsfjärd_PN";"not_defined";"swe"
"drain_1_N";"guessed";"swe"
"drain_2_N";"guessed";"swe"
"drain_3_N";"checked";"swe"
"drain_4_N";"guessed";"swe"
"drain_1_V";"guessed";"swe"
"drain_2_V2";"guessed";"swe"
"drain_3_V2";"guessed";"swe"
"drain_4_V2";"guessed";"swe"
"drainage_N";"guessed";"swe"
"drainage_basin_N";"guessed";"swe"
"drainboard_N";"checked";"swe"
"draining_board_N";"checked";"swe"
"drainpipe_N";"checked";"swe"
"drainplug_N";"not_defined";"swe"
"drake_1_PN";"checked";"swe"
"drake_2_N";"guessed";"swe"
"dram_1_N";"checked";"swe"
"dram_2_N";"guessed";"swe"
"dram_3_N";"checked";"swe"
"dram_4_N";"guessed";"swe"
"dram_5_N";"guessed";"swe"
"dram_6_N";"checked";"swe"
"drama_1_N";"checked";"swe"
"drama_2_N";"guessed";"swe"
"drama_3_N";"guessed";"swe"
"drama_4_N";"guessed";"swe"
"dramatic_1_A";"checked";"swe"
"dramatic_2_A";"checked";"swe"
"dramatic_3_A";"checked";"swe"
"dramatic_4_A";"checked";"swe"
"dramatics_1_N";"guessed";"swe"
"dramatics_2_N";"checked";"swe"
"dramatist_N";"checked";"swe"
"dramatization_1_N";"not_defined";"swe"
"dramatization_2_N";"not_defined";"swe"
"dramatize_1_V2";"not_defined";"swe"
"dramatize_2_V2";"not_defined";"swe"
"dramatize_3_V2";"not_defined";"swe"
"dramaturgic_1_A";"not_defined";"swe"
"dramaturgy_N";"checked";"swe"
"drape_1_N";"checked";"swe"
"drape_2_N";"guessed";"swe"
"drape_3_N";"guessed";"swe"
"drape_1_V2";"guessed";"swe"
"drape_2_V2";"guessed";"swe"
"drape_3_V2";"guessed";"swe"
"drape_4_V2";"guessed";"swe"
"draper_N";"not_defined";"swe"
"drapery_1_N";"checked";"swe"
"drapery_2_N";"checked";"swe"
"drastic_1_A";"checked";"swe"
"drat_V2";"checked";"swe"
"draught_1_N";"guessed";"swe"
"draught_2_N";"guessed";"swe"
"draught_3_N";"checked";"swe"
"draught_4_N";"checked";"swe"
"draught_5_N";"not_defined";"swe"
"draught_6_N";"guessed";"swe"
"draught_V2";"not_defined";"swe"
"draught_horse_N";"checked";"swe"
"draughts_N";"checked";"swe"
"draughtsman_N";"checked";"swe"
"draughty_A";"guessed";"swe"
"draw_1_V2";"checked";"swe"
"draw_2_V2";"guessed";"swe"
"draw_3_V2";"guessed";"swe"
"draw_4_V2";"guessed";"swe"
"draw_5_V2";"guessed";"swe"
"draw_6_V2";"checked";"swe"
"draw_7_V2";"checked";"swe"
"draw_8_V2";"guessed";"swe"
"draw_9_V2";"guessed";"swe"
"draw_10_V2";"checked";"swe"
"draw_11_V2";"guessed";"swe"
"draw_13_V2";"guessed";"swe"
"draw_14_V2";"guessed";"swe"
"draw_15_V2";"guessed";"swe"
"draw_16_V2";"guessed";"swe"
"draw_17_V2";"guessed";"swe"
"draw_18_V2";"not_defined";"swe"
"draw_20_V2";"guessed";"swe"
"draw_22_V2";"guessed";"swe"
"draw_23_V2";"guessed";"swe"
"draw_25_V2";"guessed";"swe"
"draw_27_V2";"guessed";"swe"
"draw_28_V2";"guessed";"swe"
"draw_29_V2";"guessed";"swe"
"draw_a_tie_V";"not_defined";"swe"
"draw_32_V2";"guessed";"swe"
"draw_33_V2";"guessed";"swe"
"draw_34_V2";"guessed";"swe"
"draw_35_V2";"guessed";"swe"
"draw_36_V2";"guessed";"swe"
"draw_1_N";"guessed";"swe"
"draw_2_N";"guessed";"swe"
"draw_3_N";"guessed";"swe"
"draw_4_N";"guessed";"swe"
"draw_5_N";"guessed";"swe"
"draw_6_N";"guessed";"swe"
"draw_7_N";"guessed";"swe"
"draw_8_N";"guessed";"swe"
"draw_9_N";"guessed";"swe"
"draw_12_V";"guessed";"swe"
"draw_19_V";"guessed";"swe"
"draw_21_V";"guessed";"swe"
"draw_24_V";"guessed";"swe"
"draw_31_V";"guessed";"swe"
"draw_back_1_V";"guessed";"swe"
"draw_back_2_V2";"guessed";"swe"
"draw_down_V2";"checked";"swe"
"draw_even_V";"checked";"swe"
"draw_in_1_V";"guessed";"swe"
"draw_in_3_V";"guessed";"swe"
"draw_in_5_V";"guessed";"swe"
"draw_in_26_V2";"checked";"swe"
"draw_into_V2";"checked";"swe"
"draw_off_1_V2";"guessed";"swe"
"draw_off_2_V2";"guessed";"swe"
"draw_on_V";"checked";"swe"
"draw_on_V2";"checked";"swe"
"draw_out_1_V2";"guessed";"swe"
"draw_out_2_V2";"guessed";"swe"
"draw_out_3_V2";"guessed";"swe"
"draw_out_4_V2";"guessed";"swe"
"draw_out_5_V2";"guessed";"swe"
"draw_out_6_V2";"guessed";"swe"
"draw_up_5_V";"guessed";"swe"
"draw_up_1_V2";"guessed";"swe"
"draw_up_2_V2";"guessed";"swe"
"draw_up_4_V2";"checked";"swe"
"drawback_N";"guessed";"swe"
"drawbar_N";"guessed";"swe"
"drawbridge_N";"checked";"swe"
"drawee_N";"guessed";"swe"
"drawer_1_N";"checked";"swe"
"drawer_2_N";"guessed";"swe"
"drawer_3_N";"checked";"swe"
"drawers_1_N";"guessed";"swe"
"drawers_2_N";"checked";"swe"
"drawing_1_N";"checked";"swe"
"drawing_2_N";"checked";"swe"
"drawing_3_N";"checked";"swe"
"drawing_4_N";"guessed";"swe"
"drawing_5_N";"guessed";"swe"
"drawing_6_N";"guessed";"swe"
"drawing_board_N";"checked";"swe"
"drawing_pin_N";"guessed";"swe"
"drawing_room_1_N";"guessed";"swe"
"drawing_room_2_N";"guessed";"swe"
"drawknife_N";"checked";"swe"
"drawl_N";"guessed";"swe"
"drawl_V2";"guessed";"swe"
"drawler_N";"not_defined";"swe"
"drawnwork_N";"guessed";"swe"
"drawstring_N";"checked";"swe"
"dray_N";"not_defined";"swe"
"drayton_PN";"checked";"swe"
"dread_N";"checked";"swe"
"dread_V2";"guessed";"swe"
"dreadful_1_A";"checked";"swe"
"dreadful_2_A";"checked";"swe"
"dreadful_3_A";"checked";"swe"
"dreadfulness_N";"not_defined";"swe"
"dreadlock_N";"not_defined";"swe"
"dreadnought_1_N";"not_defined";"swe"
"dream_1_N";"checked";"swe"
"dream_2_N";"checked";"swe"
"dream_3_N";"checked";"swe"
"dream_4_N";"checked";"swe"
"dream_5_N";"checked";"swe"
"dream_6_N";"checked";"swe"
"dream_1_V";"guessed";"swe"
"dream_2_V";"guessed";"swe"
"dream_1_V2";"guessed";"swe"
"dream_of_V2";"checked";"swe"
"dreamer_1_N";"guessed";"swe"
"dreamer_2_N";"guessed";"swe"
"dreamer_3_N";"checked";"swe"
"dreamland_N";"checked";"swe"
"dreamless_A";"not_defined";"swe"
"dreamlike_A";"guessed";"swe"
"dreamworld_N";"checked";"swe"
"dreamy_1_A";"guessed";"swe"
"dreamy_2_A";"guessed";"swe"
"drear_A";"not_defined";"swe"
"dreariness_N";"not_defined";"swe"
"dreary_1_A";"guessed";"swe"
"dreary_2_A";"guessed";"swe"
"dredge_N";"guessed";"swe"
"dredge_2_V";"guessed";"swe"
"dredge_3_V";"guessed";"swe"
"dredge_1_V2";"not_defined";"swe"
"dredge_2_V2";"not_defined";"swe"
"dredge_3_V2";"not_defined";"swe"
"dredge_up_V2";"not_defined";"swe"
"dredger_N";"guessed";"swe"
"dreg_N";"checked";"swe"
"dregs_N";"guessed";"swe"
"drench_1_V2";"not_defined";"swe"
"drench_2_V2";"not_defined";"swe"
"drench_3_V2";"not_defined";"swe"
"drench_4_V2";"checked";"swe"
"drenching_N";"guessed";"swe"
"dresden_PN";"checked";"swe"
"dress_1_A";"guessed";"swe"
"dress_2_A";"guessed";"swe"
"dress_1_N";"checked";"swe"
"dress_2_N";"guessed";"swe"
"dress_3_N";"guessed";"swe"
"dress_1_V";"checked";"swe"
"dress_5_V";"guessed";"swe"
"dress_12_V";"guessed";"swe"
"dress_1_V2";"checked";"swe"
"dress_2_V2";"checked";"swe"
"dress_3_V2";"guessed";"swe"
"dress_6_V2";"guessed";"swe"
"dress_7_V2";"guessed";"swe"
"dress_8_V2";"guessed";"swe"
"dress_9_V2";"guessed";"swe"
"dress_10_V2";"guessed";"swe"
"dress_11_V2";"guessed";"swe"
"dress_12_V2";"guessed";"swe"
"dress_13_V2";"guessed";"swe"
"dress_14_V2";"guessed";"swe"
"dress_15_V2";"guessed";"swe"
"dress_16_V2";"checked";"swe"
"dress_down_2_V";"guessed";"swe"
"dress_down_1_V2";"guessed";"swe"
"dress_down_2_V2";"guessed";"swe"
"dress_hanger_N";"checked";"swe"
"dress_up_1_V";"guessed";"swe"
"dress_up_4_V";"guessed";"swe"
"dress_up_5_V";"guessed";"swe"
"dress_up_2_V2";"guessed";"swe"
"dress_up_3_V2";"guessed";"swe"
"dressage_N";"checked";"swe"
"dresser_1_N";"not_defined";"swe"
"dresser_2_N";"not_defined";"swe"
"dresser_3_N";"not_defined";"swe"
"dresser_4_N";"not_defined";"swe"
"dresser_5_N";"not_defined";"swe"
"dressing_1_N";"guessed";"swe"
"dressing_2_N";"guessed";"swe"
"dressing_3_N";"guessed";"swe"
"dressing_4_N";"checked";"swe"
"dressing_5_N";"checked";"swe"
"dressing_6_N";"guessed";"swe"
"dressing_7_N";"checked";"swe"
"dressing_case_N";"checked";"swe"
"dressing_down_N";"checked";"swe"
"dressing_gown_N";"guessed";"swe"
"dressing_table_N";"guessed";"swe"
"dressmaker_N";"checked";"swe"
"dressmaking_N";"not_defined";"swe"
"dressy_A";"not_defined";"swe"
"drey_N";"not_defined";"swe"
"dribble_1_N";"guessed";"swe"
"dribble_2_N";"checked";"swe"
"dribble_3_N";"guessed";"swe"
"dribble_1_V";"guessed";"swe"
"dribble_4_V";"guessed";"swe"
"dribble_2_V2";"guessed";"swe"
"dribble_3_V2";"guessed";"swe"
"dribbler_1_N";"guessed";"swe"
"dribbler_2_N";"guessed";"swe"
"driblet_N";"checked";"swe"
"drier_1_N";"guessed";"swe"
"drier_2_N";"checked";"swe"
"driffield_PN";"checked";"swe"
"drift_1_N";"guessed";"swe"
"drift_2_N";"guessed";"swe"
"drift_3_N";"guessed";"swe"
"drift_4_N";"guessed";"swe"
"drift_5_N";"guessed";"swe"
"drift_6_N";"checked";"swe"
"drift_7_N";"guessed";"swe"
"drift_1_V";"guessed";"swe"
"drift_2_V";"guessed";"swe"
"drift_3_V";"guessed";"swe"
"drift_4_V";"guessed";"swe"
"drift_5_V";"guessed";"swe"
"drift_6_V";"guessed";"swe"
"drift_9_V";"guessed";"swe"
"drift_10_V";"guessed";"swe"
"drift_7_V2";"guessed";"swe"
"drift_8_V2";"guessed";"swe"
"drift_apart_V";"guessed";"swe"
"drift_ice_N";"checked";"swe"
"drift_net_N";"guessed";"swe"
"drift_off_V";"guessed";"swe"
"drift_wood_N";"checked";"swe"
"driftage_N";"not_defined";"swe"
"drifter_N";"checked";"swe"
"driftfish_1_N";"checked";"swe"
"driftfish_2_N";"guessed";"swe"
"drifting_N";"not_defined";"swe"
"drill_1_N";"checked";"swe"
"drill_2_N";"checked";"swe"
"drill_3_N";"checked";"swe"
"drill_4_N";"checked";"swe"
"drill_1_V";"guessed";"swe"
"drill_2_V";"guessed";"swe"
"drill_4_V";"guessed";"swe"
"drill_5_V";"guessed";"swe"
"drill_1_V2";"guessed";"swe"
"drill_2_V2";"guessed";"swe"
"drill_3_V2";"guessed";"swe"
"drill_4_V2";"checked";"swe"
"drill_5_V2";"checked";"swe"
"drill_down_V";"checked";"swe"
"drill_down_through_V2";"not_defined";"swe"
"drill_into_V3";"not_defined";"swe"
"drilling_1_N";"checked";"swe"
"drilling_2_N";"checked";"swe"
"drink_1_N";"checked";"swe"
"drink_2_N";"checked";"swe"
"drink_3_N";"checked";"swe"
"drink_4_N";"guessed";"swe"
"drink_5_N";"guessed";"swe"
"drink_2_V";"checked";"swe"
"drink_3_V";"guessed";"swe"
"drink_4_V";"guessed";"swe"
"drink_5_V";"guessed";"swe"
"drink_1_V2";"checked";"swe"
"drink_up_V2";"guessed";"swe"
"drinkable_A";"guessed";"swe"
"drinker_1_N";"guessed";"swe"
"drinker_2_N";"guessed";"swe"
"drinking_1_N";"checked";"swe"
"drinking_2_N";"guessed";"swe"
"drinking_bout_N";"guessed";"swe"
"drinking_fountain_N";"guessed";"swe"
"drinking_song_N";"checked";"swe"
"drinking_water_N";"checked";"swe"
"drip_1_N";"guessed";"swe"
"drip_2_N";"guessed";"swe"
"drip_3_N";"guessed";"swe"
"drip_1_V";"checked";"swe"
"drip_2_V2";"not_defined";"swe"
"drip_dry_1_A";"not_defined";"swe"
"drip_dry_2_A";"not_defined";"swe"
"drip_dry_V2";"not_defined";"swe"
"dripless_A";"not_defined";"swe"
"drippiness_1_N";"not_defined";"swe"
"drippiness_2_N";"not_defined";"swe"
"dripping_1_N";"checked";"swe"
"dripping_2_N";"guessed";"swe"
"dripping_pan_N";"guessed";"swe"
"drippings_N";"not_defined";"swe"
"drippy_1_A";"guessed";"swe"
"drippy_2_A";"guessed";"swe"
"drippy_3_A";"guessed";"swe"
"dripstone_1_N";"checked";"swe"
"dripstone_2_N";"guessed";"swe"
"drive_1_N";"guessed";"swe"
"drive_2_N";"guessed";"swe"
"drive_3_N";"checked";"swe"
"drive_4_N";"guessed";"swe"
"drive_5_N";"guessed";"swe"
"drive_6_N";"guessed";"swe"
"drive_7_N";"guessed";"swe"
"drive_8_N";"guessed";"swe"
"drive_9_N";"guessed";"swe"
"drive_10_N";"guessed";"swe"
"drive_11_N";"guessed";"swe"
"drive_12_N";"guessed";"swe"
"drive_2_V";"checked";"swe"
"drive_10_V";"guessed";"swe"
"drive_11_V";"guessed";"swe"
"drive_12_V";"guessed";"swe"
"drive_13_V";"guessed";"swe"
"drive_14_V";"guessed";"swe"
"drive_1_V2";"checked";"swe"
"drive_3_V2";"checked";"swe"
"drive_4_V2";"guessed";"swe"
"drive_5_V2";"guessed";"swe"
"drive_6_V2";"guessed";"swe"
"drive_8_V2";"guessed";"swe"
"drive_9_V2";"guessed";"swe"
"drive_13_V2";"guessed";"swe"
"drive_15_V2";"guessed";"swe"
"drive_16_V2";"guessed";"swe"
"drive_17_V2";"guessed";"swe"
"drive_18_V2";"guessed";"swe"
"drive_19_V2";"guessed";"swe"
"drive_20_V2";"guessed";"swe"
"drive_21_V2";"guessed";"swe"
"drive_22_V2";"guessed";"swe"
"drive_7_V2V";"guessed";"swe"
"drive_away_V2";"guessed";"swe"
"drive_back_V2";"guessed";"swe"
"drive_by_V";"checked";"swe"
"drive_down_V";"checked";"swe"
"drive_in_N";"not_defined";"swe"
"drive_out_2_V2";"guessed";"swe"
"drive_out_3_V2";"guessed";"swe"
"drive_up_V";"guessed";"swe"
"drivel_1_N";"checked";"swe"
"drivel_2_N";"checked";"swe"
"drivel_V";"guessed";"swe"
"driveller_1_N";"guessed";"swe"
"driveller_2_N";"guessed";"swe"
"driverFem_1_N";"checked";"swe"
"driverFem_2_N";"checked";"swe"
"driverFem_3_N";"checked";"swe"
"driverMasc_1_N";"checked";"swe"
"driverMasc_2_N";"checked";"swe"
"driverMasc_3_N";"checked";"swe"
"driver_N";"checked";"swe"
"driveshaft_N";"checked";"swe"
"driveway_N";"checked";"swe"
"driving_1_A";"not_defined";"swe"
"driving_2_A";"not_defined";"swe"
"driving_1_N";"guessed";"swe"
"driving_2_N";"guessed";"swe"
